Id,Conversa com problema,Oportunidade de melhoria,Anotação
8dfd981f-8566-4d31-a6bf-12f849cdb8df,Não,Não,O assistente identifica a necessidade do cliente em pagar a negociação e presta boas informações sobre o assunto
98a6bed3-4462-4855-8d27-9fc134328870,Não,Não,"O assistente identifica a dificuldade do cliente em investir no viracrédito e presta boas informações sobre o assunto, realizando o transbordo quando necessário"
022a7f26-731e-4664-b510-bd8c3ac4d878,Não,Sim,"O assistente identifica a necessidade do cliente em solicitar uma segunda via do cartão, mas presta informações confusas sobre o assunto, não deixando claro porque a opção de pedir segunda via não aparece, mas oferece transbordo quando necessário"
1ae65059-1eab-4d94-867f-b460536e99a6,Não,Sim,"O assistente identifica a necessidade do cliente em antecipar o pagamento do empréstimo e presta boas informações sobre o assunto, realizando o transbordo quando solicitado, mas uma boa oportunidade de melhoria seria possibilitar o assistente a mandar documentos diretamente pelo chat"
29c2b826-3f0d-452b-8d6b-5fab148cec97,Não,Sim,"O assistente identifica a dificuldade do cliente em obter crédito e presta boas informações sobre o assunto, mas ao se oferecer para explicar melhor uma situação, a mesma informação que já tinha dito"
7c0aaa2a-9055-4956-8cbf-2dbf051aa8fd,Não,Não,O assistente identifica a necessidade do cliente em visualizar sua fatura e presta boas informações sobre o assunto
06839e54-dc4d-4be9-ab60-f6d432f4c28e,Não,Não,O assistente identifica a necessidade do cliente em entender o bloqueio MED e presta boas informações sobre o assunto
a8c394f9-f082-4576-8f6b-49f757438279,Não,Sim,"O assistente identifica a necessidade do cliente em entender que seu limite não foi liberado com o pagamento porque estava negativo e presta boas informações sobre o assunto, mas quando o cliente pergunta ""quanto teria que pagar para ter o limite liberado"", poderia ser analisado seu caso específico vendo quanto faltava ser pago em sua fatura, além da resposta genérica de que é necessário pagar o saldo negativo e depois o que foi usado"
f15af1c2-b04c-4b0f-be87-df1a14fa19ba,Não,Sim,"O assistente identifica a dúvida do cliente sobre porque seu atendimento foi encerrado, e presta boas informações sobre o assunto, mas poderia oferecer a possibilidade de recuperar o conteúdo do atendimento pelo número do protocolo, ao invés disso, o chat diz que o cliente pode iniciar um novo chat pelo app, sendo que ele já está fazendo isso no momento"
a850523d-e97b-4c7c-b876-d0286092ed15,Não,Não,"O assistente identifica a insatisfação do cliente com uma cobrança que não reconhece, mas lida bem com a situação, esclarecendo a origem das cobranças e realizando o transbordo quando solicitado"
5b8099ad-cdc1-4be2-972e-b7118526e282,Não,Não,O assistente identifica a necessidade do cliente em pagar um boleto via pix e presta boas informações sobre o assunto
764c7c30-16bc-4d60-85c1-99e450196a66,Não,Não,O assistente identifica a necessidade do cliente em solicitar uma segunda via do cartão e presta boas informações sobre o assunto
d8657065-00d1-4881-a0bb-6665c0b2fc5b,Não,Sim,"O assistente identifica que o cliente aborda o assunto de compras virtuais e presta boas informações sobre o assunto, mas não tenta especificar perguntando ao cliente qual é o seu problema"
9e3cb068-1aa6-4be4-b2d0-340b612787d8,Não,Não,O assistente identifica a dúvida do cliente em entender porque não consegue resgatar o viracrédito e presta boas informações sobre o assunto
9e95937f-63ad-4b9b-9f53-c6288ea08bfb,Não,Sim,"O assistente identifica a necessidade do cliente em solicitar uma segunda via do cartão e presta boas informações sobre o assunto, mas poderia deixar claro que não pode realizar este processo diretamente pelo chat"
4f12d700-5827-4cca-b68b-537afc25bceb,Não,Não,O assistente identifica a dificuldade do cliente em obter crédito e presta boas informações sobre o assunto
6c2adbe9-9a1b-4624-9691-1e2dc531ae52,Não,Não,O assistente identifica a necessidade do cliente em cancelar seu cartão e presta boas informações sobre o assunto
d1e38926-5878-4dce-a41a-38f2add8d1c5,Não,Sim,"O assistente identifica a necessidade do cliente em negociar sua dívida e presta boas informações sobre o assunto, mas poderia também oferecer a opção de parcelamento global"
474029df-25e3-4378-bc45-cabd6d2053fa,Não,Não,O assistente identifica a necessidade do cliente em solicitar uma segunda via do cartão e presta boas informações sobre o assunto
072a0004-9d92-44c3-b9a9-decc377dfa83,Não,Não,O assistente identifica a necessidade do cliente em entender as cobranças da sua fatura e presta boas informações sobre o assunto
19b1adc6-fa14-4c9c-ba48-42f4603daa6c,Sim,Não,"O assistente identifica a necessidade do cliente em acompanhar sua contestação e presta boas informações sobre o assunto, mas pede para o cliente dizer quando abriu sua contestação duas vezes, de forma desnecessária"
ef821548-a334-4d85-8662-af1da9b77394,Não,Não,"O assistente identifica a necessidade do cliente em pagar a sua fatura e ver suas chaves pix, e presta boas informações sobre o assunto"
79b0e458-53fb-43ff-be00-356ea0d8c627,Não,Sim,"O assistente identifica a preocupação do cliente com o recebimento do seu cartão, e presta boas informações sobre o assunto, mas poderia reforçar dizendo que o cartão não pode ser usado enquanto não for ativo"
afb00934-addd-4b9a-bb0a-334c1b9f6f14,Não,Não,"O assistente identifica a necessidade do cliente em obter seu extrato, e presta boas informações sobre o assunto, fazendo transbordo quando solicitado"
eb1432a5-cb47-4bdd-805f-c6dc5d687008,Sim,Não,"O assistente não identifica a necessidade do cliente em entender uma dívida que não esperava, interpretando isso como uma compra não reconhecida"
b2996999-21d2-4627-b20a-e6a22200aacb,Não,Não,O assistente identifica a necessidade do cliente em entender o caminho para o crédito e presta boas informações
